year,weekly_death,weekly_death_20,weekly_death_40,weekly_death_65,weekly_death_85,weekly_death_max
2015,5.43908493684254,0.137113055181696,0.245667491906304,2.39238095238095,18.3391076115486,90.0863664404689
2016,5.47528828067497,0.160491719310227,0.254301739709098,2.36457111310469,17.6037983634711,87.5245239469129
2017,5.44191457986661,0.162846803377563,0.265739594247071,2.36843007508486,16.6621425109064,84.0141998907701
2018,5.40195946852771,0.143841515934539,0.229120826556969,2.25964816582572,15.8746151693255,82.1410190427174
2019,5.45541732157604,0.122361051271004,0.198215577525922,2.21454225113505,15.2711302321413,81.5753756665051
2020,6.11684354032452,0.161868929915128,0.2535336562222,2.41940415123824,16.4142114384749,87.2497704315886
