year,age_group,variable,yearly_attri
2015,all,flu_b,608.747680664062
2015,all,no2,250.162841796875
2015,all,o3,306.688415527344
2015,all,pm10,572.481567382812
2016,0-20,flu_a,19.8915994167328
2016,0-20,flu_b,6.54170680046082
2016,0-20,no2,20.2255799770355
2016,0-20,o3,1.48479461669922
2016,0-20,pm10,9.21486067771912
2016,20-40,flu_a,33.3427600860596
2016,20-40,flu_b,34.1024532318115
2016,20-40,no2,33.0634241104126
2016,20-40,o3,9.9560079574585
2016,20-40,pm10,51.0492582321167
2016,40-65,flu_a,184.384605407715
2016,40-65,flu_b,133.191673278809
2016,40-65,no2,323.44539642334
2016,40-65,o3,24.8972930908203
2016,40-65,pm10,132.57103729248
2016,65-85,flu_a,574.789642333984
2016,65-85,flu_b,1095.39321899414
2016,65-85,no2,1288.96929931641
2016,65-85,o3,38.53076171875
2016,65-85,pm10,714.773193359375
2016,85+,flu_a,725.800231933594
2016,85+,flu_b,833.209411621094
2016,85+,no2,456.544143676758
2016,85+,o3,45.8757629394531
2016,85+,pm10,94.2439422607422
2016,all,flu_a,1448.99133300781
2016,all,flu_b,1081.66632080078
2016,all,no2,213.391357421875
2016,all,o3,226.537353515625
2016,all,pm10,391.651977539062
2017,0-20,flu_a,18.2315311431885
2017,0-20,flu_b,4.98357558250427
2017,0-20,no2,16.5640680789948
2017,0-20,o3,2.20702791213989
2017,0-20,pm10,8.67909216880798
2017,20-40,flu_a,40.8459024429321
2017,20-40,flu_b,46.6662797927856
2017,20-40,no2,32.3411931991577
2017,20-40,o3,9.49387741088867
2017,20-40,pm10,51.0826659202576
2017,40-65,flu_a,209.485809326172
2017,40-65,flu_b,181.884910583496
2017,40-65,no2,290.732475280762
2017,40-65,o3,46.5551376342773
2017,40-65,pm10,133.929679870605
2017,65-85,flu_a,601.258941650391
2017,65-85,flu_b,721.291931152344
2017,65-85,no2,994.165649414062
2017,65-85,o3,31.0927734375
2017,65-85,pm10,658.260986328125
2017,85+,flu_a,780.370651245117
2017,85+,flu_b,463.696731567383
2017,85+,no2,322.471374511719
2017,85+,o3,60.6668395996094
2017,85+,pm10,106.828887939453
2017,all,flu_a,1550.50396728516
2017,all,flu_b,510.925476074219
2017,all,no2,133.565368652344
2017,all,o3,347.767517089844
2017,all,pm10,370.693298339844
2018,0-20,flu_a,17.3240587711334
2018,0-20,flu_b,8.06040477752686
2018,0-20,no2,17.1593751907349
2018,0-20,o3,1.77087473869324
2018,0-20,pm10,5.953782081604
2018,20-40,flu_a,24.1751408576965
2018,20-40,flu_b,21.5111861228943
2018,20-40,no2,27.5313577651978
2018,20-40,o3,15.7058510780334
2018,20-40,pm10,50.9608960151672
2018,40-65,flu_a,101.931350708008
2018,40-65,flu_b,85.039192199707
2018,40-65,no2,277.703407287598
2018,40-65,o3,33.7579498291016
2018,40-65,pm10,124.053497314453
2018,65-85,flu_a,191.881317138672
2018,65-85,flu_b,600.642181396484
2018,65-85,no2,899.426849365234
2018,65-85,o3,34.3696594238281
2018,65-85,pm10,580.838836669922
2018,85+,flu_a,394.114074707031
2018,85+,flu_b,588.393249511719
2018,85+,no2,299.130432128906
2018,85+,o3,68.3561401367188
2018,85+,pm10,124.004180908203
2018,all,flu_a,871.1064453125
2018,all,flu_b,855.033325195312
2018,all,no2,141.564453125
2018,all,o3,286.3642578125
2018,all,pm10,431.676208496094
2019,0-20,flu_a,15.8864319324493
2019,0-20,flu_b,3.94016242027283
2019,0-20,no2,14.9646835327148
2019,0-20,o3,2.10192155838013
2019,0-20,pm10,6.41261911392212
2019,20-40,flu_a,26.6427688598633
2019,20-40,flu_b,30.6960315704346
2019,20-40,no2,25.6588406562805
2019,20-40,o3,11.8989152908325
2019,20-40,pm10,47.6417245864868
2019,40-65,flu_a,138.949249267578
2019,40-65,flu_b,106.075660705566
2019,40-65,no2,256.445198059082
2019,40-65,o3,41.6551132202148
2019,40-65,pm10,111.39826965332
2019,65-85,flu_a,265.753021240234
2019,65-85,flu_b,765.663208007812
2019,65-85,no2,876.936737060547
2019,65-85,o3,22.8063354492188
2019,65-85,pm10,629.680114746094
2019,85+,flu_a,573.585083007812
2019,85+,flu_b,498.221832275391
2019,85+,no2,261.875244140625
2019,85+,o3,69.4957275390625
2019,85+,pm10,104.730041503906
2019,all,flu_a,1230.11804199219
2019,all,flu_b,497.861083984375
2019,all,no2,123.802429199219
2019,all,o3,388.642333984375
2019,all,pm10,321.10009765625
2020,0-20,flu_a,2.22029972076416
2020,0-20,flu_b,0.42035436630249
2020,0-20,no2,8.74931859970093
2020,0-20,o3,1.24342727661133
2020,0-20,pm10,3.46138405799866
2020,20-40,flu_a,5.80779409408569
2020,20-40,flu_b,8.52936172485352
2020,20-40,no2,17.596785068512
2020,20-40,o3,16.2984738349915
2020,20-40,pm10,35.4628295898438
2020,40-65,flu_a,29.5613708496094
2020,40-65,flu_b,18.3752593994141
2020,40-65,no2,166.096633911133
2020,40-65,o3,38.0101547241211
2020,40-65,pm10,102.964324951172
2020,65-85,flu_a,115.496826171875
2020,65-85,flu_b,137.515045166016
2020,65-85,no2,433.986175537109
2020,65-85,o3,33.0283813476562
2020,65-85,pm10,471.577453613281
2020,85+,flu_a,116.934600830078
2020,85+,flu_b,130.283538818359
2020,85+,no2,102.706726074219
2020,85+,o3,84.0704345703125
2020,85+,pm10,50.237548828125
2020,all,flu_a,333.54736328125
2020,all,flu_b,52.7013549804688
2020,all,no2,60.6414794921875
2020,all,o3,388.657592773438
2020,all,pm10,207.419677734375
